recordid,hoursstudied,attendance,parentalinvolvement,accesstoresources,extracurricularactivities,sleephours,previousscores,motivationlevel,internetaccess,tutoringsessions,familyincome,teacherquality,schooltype,peerinfluence,physicalactivity,learningdisabilities,parentaleducationlevel,distancefromhome,gender,examscore,hoursstudiedminmax,hoursstudiedz,attendanceminmax,attendancez,sleephoursminmax,sleephoursz,previousscoresminmax,previousscoresz,tutoringsessionsminmax,tutoringsessionsz,physicalactivityminmax,physicalactivityz,examscoreminmax,examscorez
456,15,89,0,0,1,6,71,0,1,1,0,1,Public,1,4,0,High School,1,Female,68,0.32558139534883720930,-0.83052347008834228599,0.72500000000000000000,0.78134413532429011913,0.33333333333333333333,-0.70093720462410120756,0.42000000000000000000,-0.28268001489308907206,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.28260869565217391304,0.19646563117216544388
457,19,97,1,-1,1,8,64,0,1,2,-1,1,Public,1,3,0,High School,1,Male,71,0.41860465116279069767,-0.16281008886740319394,0.92500000000000000000,1.4741362848361448,0.66666666666666666667,0.66134904657502703628,0.28000000000000000000,-0.76879840593906499540,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.34782608695652173913,0.96758350750156968136
459,17,78,0,0,0,8,98,-1,1,2,0,0,Private,1,2,0,High School,1,Male,66,0.37209302325581395349,-0.49666677947787273997,0.45000000000000000000,-0.17124507025451000350,0.66666666666666666667,0.66134904657502703628,0.96000000000000000000,1.5923480648556752,0.25000000000000000000,0.41141994648827009058,0.33333333333333333333,-0.93830579528379561332,0.23913043478260869565,-0.31761295304743738111
460,13,62,-1,1,0,7,99,0,1,4,0,-1,Public,1,1,0,Postgraduate,0,Female,63,0.27906976744186046512,-1.1643801606988118,0.05000000000000000000,-1.5568293692782193,0.50000000000000000000,-0.01979407902453708564,0.98000000000000000000,1.6617935492908146,0.50000000000000000000,2.0366824794915590,0.16666666666666666667,-1.90802054414036339721,0.17391304347826086957,-1.0887308293768416
461,32,97,0,1,0,5,82,0,1,1,0,0,Public,0,3,0,High School,0,Male,74,0.72093023255813953488,2.0072584001006489,0.92500000000000000000,1.4741362848361448,0.16666666666666666667,-1.3820803302236653,0.64000000000000000000,0.48122031389344452175,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.41304347826086956522,1.7387013838309739
462,20,79,1,-1,1,7,87,-1,0,2,0,1,Private,0,4,1,High School,1,Female,66,0.44186046511627906977,0.00411825643783157907,0.47500000000000000000,-0.08464605156552817417,0.50000000000000000000,-0.01979407902453708564,0.74000000000000000000,0.82844773606914160984,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.23913043478260869565,-0.31761295304743738111
463,16,61,0,-1,0,8,91,1,1,2,0,1,Public,0,3,0,College,0,Male,63,0.34883720930232558140,-0.66359512478310751298,0.02500000000000000000,-1.6434283879672011,0.66666666666666666667,0.66134904657502703628,0.82000000000000000000,1.1062296738096993,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.17391304347826086957,-1.0887308293768416
464,21,88,1,0,1,6,90,1,1,2,1,0,Private,0,4,0,High School,0,Male,72,0.46511627906976744186,0.17104660174306635208,0.70000000000000000000,0.69474511663530828980,0.33333333333333333333,-0.70093720462410120756,0.80000000000000000000,1.03678418937455986270,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.36956521739130434783,1.2246227996113711
465,19,79,0,1,0,7,100,-1,1,1,1,1,Public,1,2,0,College,-1,Female,69,0.41860465116279069767,-0.16281008886740319394,0.47500000000000000000,-0.08464605156552817417,0.50000000000000000000,-0.01979407902453708564,1.00000000000000000000,1.7312390337259540,0.12500000000000000000,-0.40121132001337434141,0.33333333333333333333,-0.93830579528379561332,0.30434782608695652174,0.45350492328196685637
466,19,65,0,1,1,9,91,0,1,1,0,1,Public,1,4,0,College,1,Male,67,0.41860465116279069767,-0.16281008886740319394,0.12500000000000000000,-1.2970323132112738,0.83333333333333333333,1.34249217217459115821,0.82000000000000000000,1.1062296738096993,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.26086956521739130435,-0.06057366093763596862
467,24,69,-1,1,0,5,83,-1,1,3,-1,0,Private,0,3,0,High School,1,Male,66,0.53488372093023255814,0.67183163765877067111,0.22500000000000000000,-0.95063623845534646747,0.16666666666666666667,-1.3820803302236653,0.66000000000000000000,0.55066579832858393937,0.37500000000000000000,1.22405121298991452258,0.50000000000000000000,0.03140895357277217056,0.23913043478260869565,-0.31761295304743738111
468,25,63,1,0,0,7,69,0,1,0,-1,1,Private,-1,5,0,High School,0,Female,64,0.55813953488372093023,0.83875998296400544412,0.07500000000000000000,-1.4702303505892374,0.50000000000000000000,-0.01979407902453708564,0.38000000000000000000,-0.42157098376336790730,0.00000000000000000000,-1.21384258651501877340,0.83333333333333333333,1.9708384512859077,0.19565217391304347826,-0.83169153726704020610
469,17,83,-1,0,0,9,80,0,1,4,0,1,Public,-1,2,0,College,1,Female,67,0.37209302325581395349,-0.49666677947787273997,0.57500000000000000000,0.26175002319039914315,0.83333333333333333333,1.34249217217459115821,0.60000000000000000000,0.34232934502316568651,0.50000000000000000000,2.0366824794915590,0.33333333333333333333,-0.93830579528379561332,0.26086956521739130435,-0.06057366093763596862
470,17,85,0,-1,0,7,94,1,1,4,-1,0,Public,1,3,0,College,1,Female,69,0.37209302325581395349,-0.49666677947787273997,0.62500000000000000000,0.43494806056836280181,0.50000000000000000000,-0.01979407902453708564,0.88000000000000000000,1.3145661271151175,0.50000000000000000000,2.0366824794915590,0.50000000000000000000,0.03140895357277217056,0.30434782608695652174,0.45350492328196685637
472,6,93,0,0,0,7,52,1,1,0,0,0,Public,0,2,0,College,1,Female,64,0.11627906976744186047,-2.3328785778354552,0.82500000000000000000,1.1277402100802174,0.50000000000000000000,-0.01979407902453708564,0.04000000000000000000,-1.6021442191607380,0.00000000000000000000,-1.21384258651501877340,0.33333333333333333333,-0.93830579528379561332,0.19565217391304347826,-0.83169153726704020610
473,11,94,0,-1,1,8,66,1,0,1,1,-1,Public,0,4,0,High School,1,Female,65,0.23255813953488372093,-1.4982368513092814,0.85000000000000000000,1.2143392287691993,0.66666666666666666667,0.66134904657502703628,0.32000000000000000000,-0.62990743706878616016,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.21739130434782608696,-0.57465224515723879360
474,28,85,0,1,1,7,98,0,1,2,-1,1,Private,1,1,1,High School,1,Male,72,0.62790697674418604651,1.3395450188797098,0.62500000000000000000,0.43494806056836280181,0.50000000000000000000,-0.01979407902453708564,0.96000000000000000000,1.5923480648556752,0.25000000000000000000,0.41141994648827009058,0.16666666666666666667,-1.90802054414036339721,0.36956521739130434783,1.2246227996113711
475,30,61,-1,1,1,8,90,0,1,2,-1,1,Public,-1,2,0,High School,0,Female,66,0.67441860465116279070,1.6734017094901793,0.02500000000000000000,-1.6434283879672011,0.66666666666666666667,0.66134904657502703628,0.80000000000000000000,1.03678418937455986270,0.25000000000000000000,0.41141994648827009058,0.33333333333333333333,-0.93830579528379561332,0.23913043478260869565,-0.31761295304743738111
476,19,88,0,-1,0,7,59,0,1,2,-1,0,Public,0,3,0,College,1,Female,66,0.41860465116279069767,-0.16281008886740319394,0.70000000000000000000,0.69474511663530828980,0.50000000000000000000,-0.01979407902453708564,0.18000000000000000000,-1.1160258281147621,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.23913043478260869565,-0.31761295304743738111
477,23,77,1,1,1,7,51,0,1,1,-1,-1,Private,1,3,0,College,0,Male,67,0.51162790697674418605,0.50490329235353589810,0.42500000000000000000,-0.25784408894349183283,0.50000000000000000000,-0.01979407902453708564,0.02000000000000000000,-1.6715897035958774,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.26086956521739130435,-0.06057366093763596862
478,22,83,0,0,1,8,83,1,1,1,1,0,Private,-1,3,1,Postgraduate,0,Male,69,0.48837209302325581395,0.33797494704830112509,0.57500000000000000000,0.26175002319039914315,0.66666666666666666667,0.66134904657502703628,0.66000000000000000000,0.55066579832858393937,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.30434782608695652174,0.45350492328196685637
479,38,86,-1,1,1,7,79,-1,1,3,-1,0,Public,-1,3,0,High School,1,Male,73,0.86046511627906976744,3.0088284719320575,0.65000000000000000000,0.52154707925734463114,0.50000000000000000000,-0.01979407902453708564,0.58000000000000000000,0.27288386058802626889,0.37500000000000000000,1.22405121298991452258,0.50000000000000000000,0.03140895357277217056,0.39130434782608695652,1.4816620917211725
480,27,74,0,1,0,6,54,0,1,3,0,0,Public,0,3,0,College,1,Female,69,0.60465116279069767442,1.1726166735744750,0.35000000000000000000,-0.51764114501043732082,0.33333333333333333333,-0.70093720462410120756,0.08000000000000000000,-1.4632532502904592,0.37500000000000000000,1.22405121298991452258,0.50000000000000000000,0.03140895357277217056,0.30434782608695652174,0.45350492328196685637
481,19,97,0,-1,0,8,98,0,1,1,-1,0,Private,0,4,1,High School,1,Male,68,0.41860465116279069767,-0.16281008886740319394,0.92500000000000000000,1.4741362848361448,0.66666666666666666667,0.66134904657502703628,0.96000000000000000000,1.5923480648556752,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.28260869565217391304,0.19646563117216544388
482,14,65,-1,0,1,7,81,0,1,1,-1,0,Public,1,3,0,High School,0,Female,61,0.30232558139534883721,-0.99745181539357705900,0.12500000000000000000,-1.2970323132112738,0.50000000000000000000,-0.01979407902453708564,0.62000000000000000000,0.41177482945830510413,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.13043478260869565217,-1.6028094135964444
483,10,87,0,-1,1,6,83,0,0,0,-1,0,Public,1,4,0,High School,1,Male,63,0.20930232558139534884,-1.6651651966145162,0.67500000000000000000,0.60814609794632646047,0.33333333333333333333,-0.70093720462410120756,0.66000000000000000000,0.55066579832858393937,0.00000000000000000000,-1.21384258651501877340,0.66666666666666666667,1.00112370242933995445,0.17391304347826086957,-1.0887308293768416
484,21,60,0,1,1,8,93,-1,1,0,-1,0,Public,1,2,0,High School,-1,Female,63,0.46511627906976744186,0.17104660174306635208,0.00000000000000000000,-1.7300274066561829,0.66666666666666666667,0.66134904657502703628,0.86000000000000000000,1.2451206426799781,0.00000000000000000000,-1.21384258651501877340,0.33333333333333333333,-0.93830579528379561332,0.17391304347826086957,-1.0887308293768416
485,15,97,-1,0,1,9,67,0,1,1,-1,1,Public,0,2,0,College,1,Male,68,0.32558139534883720930,-0.83052347008834228599,0.92500000000000000000,1.4741362848361448,0.83333333333333333333,1.34249217217459115821,0.34000000000000000000,-0.56046195263364674254,0.12500000000000000000,-0.40121132001337434141,0.33333333333333333333,-0.93830579528379561332,0.28260869565217391304,0.19646563117216544388
486,11,65,0,1,0,7,78,0,1,2,-1,0,Public,0,3,0,Postgraduate,1,Female,63,0.23255813953488372093,-1.4982368513092814,0.12500000000000000000,-1.2970323132112738,0.50000000000000000000,-0.01979407902453708564,0.56000000000000000000,0.20343837615288685127,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.17391304347826086957,-1.0887308293768416
487,16,64,1,0,1,7,79,0,1,3,0,0,Private,1,4,1,Postgraduate,1,Female,66,0.34883720930232558140,-0.66359512478310751298,0.10000000000000000000,-1.3836313319002556,0.50000000000000000000,-0.01979407902453708564,0.58000000000000000000,0.27288386058802626889,0.37500000000000000000,1.22405121298991452258,0.66666666666666666667,1.00112370242933995445,0.23913043478260869565,-0.31761295304743738111
488,14,73,1,0,1,5,98,0,1,2,-1,0,Public,-1,4,0,High School,0,Female,65,0.30232558139534883721,-0.99745181539357705900,0.32500000000000000000,-0.60424016369941915015,0.16666666666666666667,-1.3820803302236653,0.96000000000000000000,1.5923480648556752,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.21739130434782608696,-0.57465224515723879360
489,30,75,1,1,0,7,57,1,1,0,-1,0,Public,0,1,1,College,1,Female,68,0.67441860465116279070,1.6734017094901793,0.37500000000000000000,-0.43104212632145549149,0.50000000000000000000,-0.01979407902453708564,0.14000000000000000000,-1.2549167969850409,0.00000000000000000000,-1.21384258651501877340,0.16666666666666666667,-1.90802054414036339721,0.28260869565217391304,0.19646563117216544388
490,25,69,0,0,1,7,88,1,1,0,-1,0,Public,-1,4,0,College,1,Female,66,0.55813953488372093023,0.83875998296400544412,0.22500000000000000000,-0.95063623845534646747,0.50000000000000000000,-0.01979407902453708564,0.76000000000000000000,0.89789322050428102746,0.00000000000000000000,-1.21384258651501877340,0.66666666666666666667,1.00112370242933995445,0.23913043478260869565,-0.31761295304743738111
491,20,83,-1,-1,0,7,79,-1,0,2,0,0,Public,1,5,0,Postgraduate,0,Male,66,0.44186046511627906977,0.00411825643783157907,0.57500000000000000000,0.26175002319039914315,0.50000000000000000000,-0.01979407902453708564,0.58000000000000000000,0.27288386058802626889,0.25000000000000000000,0.41141994648827009058,0.83333333333333333333,1.9708384512859077,0.23913043478260869565,-0.31761295304743738111
492,29,78,1,0,0,6,92,0,1,2,-1,0,Private,-1,4,0,High School,1,Male,70,0.65116279069767441860,1.5064733641849445,0.45000000000000000000,-0.17124507025451000350,0.33333333333333333333,-0.70093720462410120756,0.84000000000000000000,1.1756751582448387,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.32608695652173913043,0.71054421539176826886
493,20,61,-1,-1,1,8,92,0,1,0,0,0,Public,-1,2,0,High School,1,Female,61,0.44186046511627906977,0.00411825643783157907,0.02500000000000000000,-1.6434283879672011,0.66666666666666666667,0.66134904657502703628,0.84000000000000000000,1.1756751582448387,0.00000000000000000000,-1.21384258651501877340,0.33333333333333333333,-0.93830579528379561332,0.13043478260869565217,-1.6028094135964444
494,15,73,0,-1,1,7,51,0,1,2,-1,1,Private,-1,3,0,High School,0,Male,61,0.32558139534883720930,-0.83052347008834228599,0.32500000000000000000,-0.60424016369941915015,0.50000000000000000000,-0.01979407902453708564,0.02000000000000000000,-1.6715897035958774,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.13043478260869565217,-1.6028094135964444
495,29,92,0,0,1,10,63,1,1,1,-1,1,Private,-1,4,0,High School,0,Male,71,0.65116279069767441860,1.5064733641849445,0.80000000000000000000,1.0411411913912356,1.00000000000000000000,2.0236352977741553,0.26000000000000000000,-0.83824389037420441301,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.34782608695652173913,0.96758350750156968136
496,23,88,-1,0,1,7,59,0,1,1,0,0,Public,-1,2,0,High School,1,Male,67,0.51162790697674418605,0.50490329235353589810,0.70000000000000000000,0.69474511663530828980,0.50000000000000000000,-0.01979407902453708564,0.18000000000000000000,-1.1160258281147621,0.12500000000000000000,-0.40121132001337434141,0.33333333333333333333,-0.93830579528379561332,0.26086956521739130435,-0.06057366093763596862
497,14,89,1,1,1,4,73,0,1,2,0,1,Public,-1,3,0,College,1,Male,70,0.30232558139534883721,-0.99745181539357705900,0.72500000000000000000,0.78134413532429011913,0.00000000000000000000,-2.0632234558232295,0.46000000000000000000,-0.14378904602281023682,0.25000000000000000000,0.41141994648827009058,0.50000000000000000000,0.03140895357277217056,0.32608695652173913043,0.71054421539176826886
498,19,88,1,0,0,5,95,0,1,2,-1,0,Private,-1,4,0,College,0,Male,69,0.41860465116279069767,-0.16281008886740319394,0.70000000000000000000,0.69474511663530828980,0.16666666666666666667,-1.3820803302236653,0.90000000000000000000,1.3840116115502570,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.30434782608695652174,0.45350492328196685637
499,15,72,1,1,0,8,50,0,1,2,0,0,Public,0,4,0,High School,1,Female,65,0.32558139534883720930,-0.83052347008834228599,0.30000000000000000000,-0.69083918238840097948,0.66666666666666666667,0.66134904657502703628,0.00000000000000000000,-1.7410351880310168,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.21739130434782608696,-0.57465224515723879360
500,12,64,1,-1,1,6,74,1,1,0,0,0,Public,1,2,0,High School,0,Male,61,0.25581395348837209302,-1.3313085060040466,0.10000000000000000000,-1.3836313319002556,0.33333333333333333333,-0.70093720462410120756,0.48000000000000000000,-0.07434356158767081920,0.00000000000000000000,-1.21384258651501877340,0.33333333333333333333,-0.93830579528379561332,0.13043478260869565217,-1.6028094135964444
501,26,71,0,-1,0,6,94,-1,1,3,-1,0,Public,1,4,0,Postgraduate,1,Male,68,0.58139534883720930233,1.0056883282692402,0.27500000000000000000,-0.77743820107738280881,0.33333333333333333333,-0.70093720462410120756,0.88000000000000000000,1.3145661271151175,0.37500000000000000000,1.22405121298991452258,0.66666666666666666667,1.00112370242933995445,0.28260869565217391304,0.19646563117216544388
502,31,93,1,-1,1,5,96,0,1,2,-1,0,Public,1,2,0,High School,1,Male,74,0.69767441860465116279,1.8403300547954141,0.82500000000000000000,1.1277402100802174,0.16666666666666666667,-1.3820803302236653,0.92000000000000000000,1.4534570959853964,0.25000000000000000000,0.41141994648827009058,0.33333333333333333333,-0.93830579528379561332,0.41304347826086956522,1.7387013838309739
503,12,99,0,0,0,6,83,-1,1,1,0,0,Public,-1,3,0,High School,1,Female,67,0.25581395348837209302,-1.3313085060040466,0.97500000000000000000,1.6473343222141084,0.33333333333333333333,-0.70093720462410120756,0.66000000000000000000,0.55066579832858393937,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.26086956521739130435,-0.06057366093763596862
504,23,80,0,0,1,7,91,-1,1,5,1,0,Public,-1,1,0,High School,1,Female,70,0.51162790697674418605,0.50490329235353589810,0.50000000000000000000,0.00195296712345365516,0.50000000000000000000,-0.01979407902453708564,0.82000000000000000000,1.1062296738096993,0.62500000000000000000,2.8493137459932034,0.16666666666666666667,-1.90802054414036339721,0.32608695652173913043,0.71054421539176826886
505,16,60,-1,0,1,8,66,-1,1,1,1,1,Private,0,2,1,High School,0,Female,59,0.34883720930232558140,-0.66359512478310751298,0.00000000000000000000,-1.7300274066561829,0.66666666666666666667,0.66134904657502703628,0.32000000000000000000,-0.62990743706878616016,0.12500000000000000000,-0.40121132001337434141,0.33333333333333333333,-0.93830579528379561332,0.08695652173913043478,-2.1168879978160473
506,17,66,1,1,0,5,64,-1,1,0,0,1,Private,0,2,0,College,1,Male,64,0.37209302325581395349,-0.49666677947787273997,0.15000000000000000000,-1.2104332945222920,0.16666666666666666667,-1.3820803302236653,0.28000000000000000000,-0.76879840593906499540,0.00000000000000000000,-1.21384258651501877340,0.33333333333333333333,-0.93830579528379561332,0.19565217391304347826,-0.83169153726704020610
507,16,73,1,0,1,8,52,0,1,2,0,1,Public,1,4,0,College,1,Female,66,0.34883720930232558140,-0.66359512478310751298,0.32500000000000000000,-0.60424016369941915015,0.66666666666666666667,0.66134904657502703628,0.04000000000000000000,-1.6021442191607380,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.23913043478260869565,-0.31761295304743738111
508,15,83,-1,-1,1,5,75,0,1,1,0,0,Public,0,3,0,High School,-1,Female,63,0.32558139534883720930,-0.83052347008834228599,0.57500000000000000000,0.26175002319039914315,0.16666666666666666667,-1.3820803302236653,0.50000000000000000000,-0.00489807715253140159,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.17391304347826086957,-1.0887308293768416
509,20,63,-1,-1,1,8,73,-1,1,0,1,0,Public,0,3,0,College,1,Female,61,0.44186046511627906977,0.00411825643783157907,0.07500000000000000000,-1.4702303505892374,0.66666666666666666667,0.66134904657502703628,0.46000000000000000000,-0.14378904602281023682,0.00000000000000000000,-1.21384258651501877340,0.50000000000000000000,0.03140895357277217056,0.13043478260869565217,-1.6028094135964444
510,15,98,-1,1,1,8,69,-1,1,2,-1,0,Public,0,4,0,High School,0,Female,68,0.32558139534883720930,-0.83052347008834228599,0.95000000000000000000,1.5607353035251266,0.66666666666666666667,0.66134904657502703628,0.38000000000000000000,-0.42157098376336790730,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.28260869565217391304,0.19646563117216544388
511,22,75,0,0,0,6,56,-1,1,3,0,0,Private,1,3,0,High School,-1,Male,65,0.48837209302325581395,0.33797494704830112509,0.37500000000000000000,-0.43104212632145549149,0.33333333333333333333,-0.70093720462410120756,0.12000000000000000000,-1.3243622814201803,0.37500000000000000000,1.22405121298991452258,0.50000000000000000000,0.03140895357277217056,0.21739130434782608696,-0.57465224515723879360
512,20,97,0,1,0,5,62,0,1,1,0,0,Private,0,4,0,High School,-1,Male,69,0.44186046511627906977,0.00411825643783157907,0.92500000000000000000,1.4741362848361448,0.16666666666666666667,-1.3820803302236653,0.24000000000000000000,-0.90768937480934383063,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.30434782608695652174,0.45350492328196685637
513,19,91,1,-1,1,8,60,0,1,2,-1,0,Private,0,4,0,High School,0,Male,68,0.41860465116279069767,-0.16281008886740319394,0.77500000000000000000,0.95454217270225377779,0.66666666666666666667,0.66134904657502703628,0.20000000000000000000,-1.0465803436796227,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.28260869565217391304,0.19646563117216544388
514,15,90,0,-1,1,6,97,-1,1,2,1,1,Public,1,2,0,High School,1,Male,69,0.32558139534883720930,-0.83052347008834228599,0.75000000000000000000,0.86794315401327194846,0.33333333333333333333,-0.70093720462410120756,0.94000000000000000000,1.5229025804205358,0.25000000000000000000,0.41141994648827009058,0.33333333333333333333,-0.93830579528379561332,0.30434782608695652174,0.45350492328196685637
515,17,84,0,-1,1,7,98,1,1,1,-1,1,Public,0,2,0,College,-1,Female,67,0.37209302325581395349,-0.49666677947787273997,0.60000000000000000000,0.34834904187938097248,0.50000000000000000000,-0.01979407902453708564,0.96000000000000000000,1.5923480648556752,0.12500000000000000000,-0.40121132001337434141,0.33333333333333333333,-0.93830579528379561332,0.26086956521739130435,-0.06057366093763596862
516,25,85,1,1,0,8,50,1,1,1,1,0,Public,0,1,0,College,0,Female,70,0.55813953488372093023,0.83875998296400544412,0.62500000000000000000,0.43494806056836280181,0.66666666666666666667,0.66134904657502703628,0.00000000000000000000,-1.7410351880310168,0.12500000000000000000,-0.40121132001337434141,0.16666666666666666667,-1.90802054414036339721,0.32608695652173913043,0.71054421539176826886
517,23,86,0,0,1,8,59,-1,1,1,-1,0,Public,0,3,0,Postgraduate,0,Female,68,0.51162790697674418605,0.50490329235353589810,0.65000000000000000000,0.52154707925734463114,0.66666666666666666667,0.66134904657502703628,0.18000000000000000000,-1.1160258281147621,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.28260869565217391304,0.19646563117216544388
518,14,85,0,0,0,6,94,-1,1,0,1,0,Public,1,4,0,College,1,Male,67,0.30232558139534883721,-0.99745181539357705900,0.62500000000000000000,0.43494806056836280181,0.33333333333333333333,-0.70093720462410120756,0.88000000000000000000,1.3145661271151175,0.00000000000000000000,-1.21384258651501877340,0.66666666666666666667,1.00112370242933995445,0.26086956521739130435,-0.06057366093763596862
519,21,82,1,0,0,7,52,0,1,4,-1,0,Public,0,3,0,High School,-1,Male,67,0.46511627906976744186,0.17104660174306635208,0.55000000000000000000,0.17515100450141731382,0.50000000000000000000,-0.01979407902453708564,0.04000000000000000000,-1.6021442191607380,0.50000000000000000000,2.0366824794915590,0.50000000000000000000,0.03140895357277217056,0.26086956521739130435,-0.06057366093763596862
520,25,99,1,0,1,6,97,1,1,0,0,0,Public,1,3,0,College,0,Male,75,0.55813953488372093023,0.83875998296400544412,0.97500000000000000000,1.6473343222141084,0.33333333333333333333,-0.70093720462410120756,0.94000000000000000000,1.5229025804205358,0.00000000000000000000,-1.21384258651501877340,0.50000000000000000000,0.03140895357277217056,0.43478260869565217391,1.9957406759407753
521,10,89,-1,-1,1,8,69,-1,1,3,-1,0,Public,-1,4,0,College,0,Male,63,0.20930232558139534884,-1.6651651966145162,0.72500000000000000000,0.78134413532429011913,0.66666666666666666667,0.66134904657502703628,0.38000000000000000000,-0.42157098376336790730,0.37500000000000000000,1.22405121298991452258,0.66666666666666666667,1.00112370242933995445,0.17391304347826086957,-1.0887308293768416
522,23,91,-1,0,0,9,77,1,1,1,-1,0,Public,1,5,0,High School,1,Male,70,0.51162790697674418605,0.50490329235353589810,0.77500000000000000000,0.95454217270225377779,0.83333333333333333333,1.34249217217459115821,0.54000000000000000000,0.13399289171774743365,0.12500000000000000000,-0.40121132001337434141,0.83333333333333333333,1.9708384512859077,0.32608695652173913043,0.71054421539176826886
523,16,95,0,-1,1,6,88,-1,1,2,1,1,Public,1,4,0,High School,1,Female,70,0.34883720930232558140,-0.66359512478310751298,0.87500000000000000000,1.3009382474581811,0.33333333333333333333,-0.70093720462410120756,0.76000000000000000000,0.89789322050428102746,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.32608695652173913043,0.71054421539176826886
524,23,69,0,1,1,7,62,0,1,1,0,0,Public,0,4,1,High School,-1,Male,64,0.51162790697674418605,0.50490329235353589810,0.22500000000000000000,-0.95063623845534646747,0.50000000000000000000,-0.01979407902453708564,0.24000000000000000000,-0.90768937480934383063,0.12500000000000000000,-0.40121132001337434141,0.66666666666666666667,1.00112370242933995445,0.19565217391304347826,-0.83169153726704020610
525,15,63,0,-1,0,8,55,-1,1,0,0,-1,Public,0,3,0,College,1,Female,59,0.32558139534883720930,-0.83052347008834228599,0.07500000000000000000,-1.4702303505892374,0.66666666666666666667,0.66134904657502703628,0.10000000000000000000,-1.3938077658553198,0.00000000000000000000,-1.21384258651501877340,0.50000000000000000000,0.03140895357277217056,0.08695652173913043478,-2.1168879978160473
526,9,79,0,-1,0,7,90,1,1,1,1,-1,Public,0,3,0,High School,1,Male,63,0.18604651162790697674,-1.8320935419197509,0.47500000000000000000,-0.08464605156552817417,0.50000000000000000000,-0.01979407902453708564,0.80000000000000000000,1.03678418937455986270,0.12500000000000000000,-0.40121132001337434141,0.50000000000000000000,0.03140895357277217056,0.17391304347826086957,-1.0887308293768416
527,10,81,1,0,1,8,99,0,0,2,0,0,Public,1,4,0,Postgraduate,0,Female,67,0.20930232558139534884,-1.6651651966145162,0.52500000000000000000,0.08855198581243548449,0.66666666666666666667,0.66134904657502703628,0.98000000000000000000,1.6617935492908146,0.25000000000000000000,0.41141994648827009058,0.66666666666666666667,1.00112370242933995445,0.26086956521739130435,-0.06057366093763596862
528,20,93,-1,1,1,7,83,0,1,0,0,0,Private,-1,2,1,High School,1,Male,68,0.44186046511627906977,0.00411825643783157907,0.82500000000000000000,1.1277402100802174,0.50000000000000000000,-0.01979407902453708564,0.66000000000000000000,0.55066579832858393937,0.00000000000000000000,-1.21384258651501877340,0.33333333333333333333,-0.93830579528379561332,0.28260869565217391304,0.19646563117216544388
529,22,78,0,0,1,5,91,-1,1,0,0,1,Private,-1,3,0,Postgraduate,1,Male,68,0.48837209302325581395,0.33797494704830112509,0.45000000000000000000,-0.17124507025451000350,0.16666666666666666667,-1.3820803302236653,0.82000000000000000000,1.1062296738096993,0.00000000000000000000,-1.21384258651501877340,0.50000000000000000000,0.03140895357277217056,0.28260869565217391304,0.19646563117216544388
