HoursStudied,Attendance,ParentalInvolvement,AccessToResources,ExtracurricularActivities,SleepHours,PreviousScores,MotivationLevel,InternetAccess,TutoringSessions,FamilyIncome,TeacherQuality,SchoolType,PeerInfluence,PhysicalActivity,LearningDisabilities,ParentalEducationLevel,DistanceFromHome,Gender,ExamScore
13,87,-1,0,1,6,98,-1,1,0,1,1,Public,1,3,1,Postgraduate,0,Male,66
30,91,0,0,1,7,78,1,1,3,0,0,Private,1,2,0,Postgraduate,1,Male,75
23,81,0,0,0,7,85,-1,1,0,0,0,Public,1,4,0,1 School,1,Male,68
16,84,-1,0,0,7,75,1,1,2,0,0,Public,-1,3,0,1 School,1,Female,65
20,68,-1,0,0,6,98,1,1,0,-1,1,Public,-1,4,0,1 School,1,Female,64
23,71,1,0,1,4,79,0,0,2,-1,0,Public,1,3,0,,1,Male,67
20,66,-1,0,1,6,83,0,1,2,-1,0,Private,0,3,0,College,1,Male,64
23,70,0,1,1,9,93,0,1,0,-1,1,Public,0,2,1,Postgraduate,0,Female,67
14,69,0,1,1,6,93,-1,0,2,-1,0,Private,0,0,0,1 School,1,Male,63
21,81,1,0,1,4,51,0,1,0,0,0,Private,1,2,0,College,0,Female,67
12,83,1,-1,1,5,64,0,1,1,1,0,Private,-1,2,0,Postgraduate,1,Female,65
19,98,1,-1,1,7,62,1,1,1,-1,1,Public,0,2,0,1 School,1,Female,70
15,68,0,0,1,6,50,1,1,2,1,-1,Public,0,3,0,1 School,0,Male,62
16,86,1,0,1,7,94,0,1,2,-1,1,Public,0,3,0,1 School,0,Female,69
27,93,0,-1,1,6,66,0,1,2,0,0,Public,-1,3,0,College,0,Female,70
27,82,0,0,1,9,67,-1,1,1,-1,1,Private,0,2,0,1 School,0,Male,68
24,70,0,1,0,8,55,0,1,4,-1,1,Public,1,4,0,Postgraduate,0,Female,68
13,71,0,0,1,10,99,0,1,0,-1,0,Public,0,3,0,Postgraduate,1,Male,64
18,62,-1,1,1,6,91,1,0,4,-1,0,Private,0,1,0,1 School,0,Male,63
27,72,-1,-1,1,7,79,0,1,2,1,1,Public,1,2,0,Postgraduate,0,Female,68
21,90,1,-1,1,9,89,-1,1,1,-1,-1,Public,0,2,0,1 School,-1,Female,67
34,62,1,-1,0,8,89,-1,1,3,-1,0,Private,0,4,0,College,0,Female,68
22,69,0,1,1,6,83,0,1,1,-1,0,Public,1,2,0,College,0,Female,66
21,88,0,0,1,8,59,-1,0,2,0,0,Private,-1,1,0,Postgraduate,1,Male,67
18,91,1,0,0,8,86,1,1,1,0,0,Public,0,4,1,1 School,0,Male,69
21,78,1,0,1,4,78,0,1,2,1,0,Private,-1,3,0,,-1,Male,68
19,88,0,1,0,6,86,0,1,4,0,0,Public,1,3,1,College,0,Male,70
24,76,0,0,0,7,77,0,1,3,0,0,Private,-1,4,0,Postgraduate,0,Female,68
26,66,-1,0,1,9,98,0,1,2,-1,0,Public,0,2,0,College,1,Male,66
15,76,0,1,1,8,81,0,1,2,-1,0,Private,0,4,0,Postgraduate,0,Female,67
12,83,0,0,0,6,79,0,1,1,1,-1,Public,0,4,0,1 School,0,Female,65
9,98,0,0,0,6,92,0,1,0,0,0,Public,0,5,0,1 School,0,Male,67
23,63,0,0,0,8,69,1,1,2,0,-1,Public,-1,4,1,1 School,1,Male,63
13,80,-1,1,1,4,66,1,1,2,-1,0,Public,-1,2,0,1 School,0,Female,64
7,73,1,0,1,6,75,0,1,3,-1,0,Public,0,3,0,College,1,Female,64
22,80,-1,-1,0,9,79,1,1,0,0,0,Private,0,3,0,College,0,Female,66
35,61,0,1,1,7,61,-1,1,2,0,0,Private,1,4,1,1 School,1,Male,68
20,73,1,0,1,6,84,1,1,0,0,0,Public,1,3,0,1 School,0,Male,67
25,93,0,1,0,5,90,-1,1,1,0,0,Public,1,2,0,College,1,Male,72
20,82,0,0,1,8,79,-1,1,1,-1,0,Public,1,4,0,1 School,1,Male,67
19,78,0,0,0,7,76,1,1,2,0,-1,Public,0,3,0,College,0,Female,66
26,71,1,-1,0,7,65,0,1,1,-1,0,Public,1,3,0,College,1,Female,66
18,72,1,1,1,8,95,0,1,1,0,0,Public,-1,4,0,1 School,0,Male,67
22,75,0,0,0,7,88,-1,1,0,-1,0,Private,0,3,0,Postgraduate,-1,Male,65
22,93,1,0,0,7,74,-1,1,2,0,1,Public,-1,3,0,College,-1,Male,70
16,99,-1,0,1,5,83,-1,1,0,-1,1,Private,0,4,0,Postgraduate,1,Female,69
26,78,1,1,1,5,67,-1,1,1,1,1,Private,-1,3,0,1 School,0,Male,69
19,76,1,0,1,8,53,0,1,1,0,0,Public,-1,4,0,College,1,Female,66
15,94,0,-1,0,8,60,0,1,2,0,0,Public,0,4,0,1 School,-1,Male,66
23,77,1,1,1,8,54,0,1,1,-1,0,Public,-1,3,0,College,0,Female,67
15,82,0,1,1,6,75,0,1,1,0,-1,Public,1,3,0,1 School,1,Male,67
20,69,0,0,1,8,81,1,1,2,0,0,Public,1,4,0,1 School,1,Male,67
20,90,1,1,1,6,69,0,1,2,1,1,Public,0,3,0,1 School,1,Female,72
27,81,0,-1,1,9,77,-1,1,1,0,1,Public,0,4,0,College,0,Female,68
23,92,0,-1,1,6,54,1,1,3,0,0,Public,1,2,1,Postgraduate,1,Male,70
20,91,0,0,1,6,88,0,1,1,-1,0,Public,1,4,0,1 School,0,Male,69
25,69,1,-1,1,7,52,1,1,1,-1,0,Public,1,4,0,1 School,0,Male,65
28,89,1,1,0,8,82,0,1,0,0,0,Public,-1,3,0,Postgraduate,-1,Male,72
23,92,0,1,0,7,72,0,1,0,-1,0,Public,0,4,0,College,-1,Female,69
20,74,0,0,1,7,59,-1,1,5,1,0,Public,1,4,0,1 School,1,Female,68
12,67,1,1,0,6,76,1,1,1,-1,0,Public,-1,2,0,1 School,0,Male,62
14,60,0,-1,1,7,89,-1,1,2,0,0,Public,0,3,0,1 School,0,Male,60
18,78,1,0,1,7,71,-1,1,3,0,0,Public,0,4,0,1 School,0,Male,67
16,74,1,1,1,6,68,-1,1,2,0,0,Public,0,4,0,College,1,Male,67
19,82,0,1,1,7,57,0,1,1,0,0,Public,0,3,0,1 School,1,Male,67
20,68,0,0,1,7,80,-1,1,0,-1,0,Private,0,4,0,1 School,1,Female,63
23,94,0,-1,1,10,91,1,1,1,0,0,Public,0,3,0,1 School,1,Male,71
20,70,0,0,1,6,78,1,1,0,0,0,Private,1,2,0,College,1,Female,66
23,69,0,0,1,6,58,1,1,0,0,0,Public,0,1,0,Postgraduate,1,Female,65
20,79,1,0,1,7,83,1,1,2,0,0,Public,1,2,0,1 School,0,Female,69
8,80,1,-1,0,6,52,1,1,2,0,0,Public,1,1,0,1 School,1,Female,63
14,69,0,0,1,5,92,1,1,3,-1,-1,Public,-1,2,0,Postgraduate,0,Female,64
19,71,1,1,0,5,96,1,1,2,-1,0,Private,0,0,1,College,1,Female,67
13,67,0,0,1,6,80,1,1,1,-1,1,Public,-1,2,0,1 School,0,Male,62
24,89,0,-1,1,6,94,-1,1,2,0,0,Public,0,2,0,1 School,-1,Male,68
29,91,0,1,0,5,54,-1,1,2,-1,,Public,0,3,0,Postgraduate,0,Male,71
27,78,1,0,0,7,61,0,0,1,-1,0,Public,-1,3,0,1 School,0,Female,66
19,89,0,1,1,4,66,-1,1,1,-1,0,Public,1,1,0,Postgraduate,1,Female,69
29,89,0,-1,1,8,89,-1,1,1,0,1,Private,0,4,0,1 School,0,Male,71
21,66,0,0,1,6,74,0,1,2,0,1,Private,0,4,0,1 School,1,Female,66
18,99,0,0,0,6,67,0,1,5,-1,0,Public,1,3,0,Postgraduate,1,Female,72
16,93,0,0,1,8,58,0,1,1,1,1,Public,1,4,0,College,1,Female,70
18,68,-1,0,0,8,91,1,1,1,-1,1,Private,0,3,0,Postgraduate,1,Female,65
18,67,1,0,0,6,51,0,1,0,0,1,Public,1,2,0,College,1,Female,64
21,65,0,0,1,8,67,0,1,1,-1,0,Public,1,2,0,College,0,Male,63
21,66,0,0,0,9,62,-1,0,3,0,0,Private,1,2,0,1 School,1,Male,63
20,90,-1,0,0,5,56,0,0,3,0,0,Public,1,2,0,1 School,0,Male,66
23,79,1,1,1,8,59,-1,1,1,-1,1,Public,-1,4,0,College,0,Male,68
27,91,0,1,1,5,75,-1,1,1,1,1,Public,0,4,0,College,1,Male,74
26,90,1,1,0,9,71,-1,1,0,1,-1,Private,-1,2,0,College,1,Female,71
11,84,1,0,1,6,76,1,1,3,-1,1,Public,-1,3,0,1 School,0,Female,67
5,87,1,-1,0,6,86,0,1,2,0,1,Public,1,3,0,Postgraduate,1,Female,66
26,61,1,0,1,9,95,0,1,0,0,0,Private,-1,6,0,College,1,Male,67
12,72,-1,1,1,8,56,1,1,3,-1,0,Public,1,1,1,1 School,0,Male,62
19,86,0,-1,0,6,54,-1,1,1,1,1,Private,1,5,0,Postgraduate,1,Male,68
13,60,0,0,1,7,66,0,1,2,-1,0,Public,1,3,0,Postgraduate,1,Male,62
9,61,1,0,1,6,77,-1,0,1,1,0,Private,0,2,0,1 School,1,Male,82
23,94,1,0,0,5,55,1,1,2,0,0,Public,1,2,1,1 School,1,Male,70
25,87,1,0,0,7,86,0,1,4,0,-1,Private,-1,2,0,College,1,Male,72
17,71,-1,1,1,6,78,-1,1,0,0,0,Public,1,4,0,College,1,Female,64
4,88,0,1,0,6,87,-1,1,1,0,1,Public,0,4,0,College,1,Male,66
17,92,0,0,1,9,68,1,1,0,0,-1,Private,1,3,0,College,1,Female,68
22,72,-1,0,0,6,70,-1,1,1,1,0,Public,0,3,0,Postgraduate,-1,Male,64
11,61,-1,0,1,7,90,1,1,0,0,1,Public,0,3,0,1 School,1,Female,61
21,97,0,0,1,9,63,0,1,0,0,0,Public,1,1,0,1 School,0,Male,69
20,74,1,1,0,7,69,-1,1,2,1,1,Private,0,2,0,College,1,Male,68
23,64,0,0,0,6,51,0,1,1,0,0,Public,1,5,0,College,1,Male,64
21,80,0,1,0,7,78,0,1,1,-1,1,Private,-1,4,0,1 School,0,Female,67
14,91,0,0,1,8,93,0,1,0,0,0,Public,0,3,0,1 School,0,Male,67
27,69,0,0,0,8,51,0,1,1,1,0,Public,-1,2,0,1 School,1,Male,65
19,71,1,0,1,10,81,0,1,2,0,1,Public,1,3,0,1 School,1,Female,68
20,70,0,1,1,6,92,0,1,2,0,-1,Public,1,3,0,1 School,1,Male,67
14,100,-1,0,0,7,75,-1,1,1,-1,,Public,1,3,0,Postgraduate,0,Male,67
17,68,0,1,1,5,66,0,1,1,1,0,Public,-1,4,0,1 School,1,Male,64
15,83,1,1,1,8,100,0,1,0,0,0,Public,1,3,0,College,1,Female,70
19,97,0,1,0,7,53,0,1,2,-1,-1,Private,0,3,0,College,0,Male,69
30,66,0,1,0,7,61,-1,1,0,1,1,Private,1,2,0,1 School,-1,Male,66
12,99,-1,0,0,6,94,0,1,2,0,0,Public,0,3,0,Postgraduate,0,Male,69
10,98,-1,0,1,6,65,0,1,1,-1,1,Private,1,2,0,1 School,1,Male,66
29,95,1,0,1,7,91,-1,1,1,-1,0,Public,0,3,0,1 School,0,Female,73
19,69,0,0,1,6,67,0,0,4,1,1,Private,1,4,0,Postgraduate,0,Male,66
16,85,0,1,1,7,91,1,1,0,0,0,Public,0,2,0,Postgraduate,0,Male,69
26,90,0,-1,1,7,84,-1,1,1,0,0,Public,1,3,0,1 School,0,Male,70
16,99,1,0,1,5,73,1,1,1,0,0,Private,1,5,1,College,-1,Male,71
31,67,-1,1,1,5,76,0,1,2,0,1,Public,1,4,0,College,1,Male,70
24,91,1,-1,1,6,59,0,1,0,-1,0,Private,0,4,0,1 School,1,Male,69
17,74,0,0,0,9,56,0,1,1,0,1,Private,-1,3,0,1 School,0,Male,63
33,67,1,0,1,6,86,0,1,4,0,1,Public,1,3,1,1 School,1,Female,71
16,77,1,1,0,7,92,-1,1,2,0,0,Public,-1,2,0,College,1,Male,67
24,92,0,0,1,5,86,1,1,3,0,1,Public,0,2,0,1 School,1,Female,73
22,79,-1,1,1,6,96,0,1,1,1,0,Public,0,2,0,College,0,Male,68
28,82,-1,0,1,5,95,0,1,0,1,-1,Public,0,3,0,1 School,1,Male,69
29,100,1,1,1,8,89,0,1,2,0,0,Private,0,3,0,1 School,0,Female,76
20,76,-1,0,1,5,95,0,1,4,-1,1,Public,1,3,0,1 School,1,Male,68
15,85,0,0,0,8,58,1,1,1,-1,0,Private,-1,3,0,College,1,Male,65
23,75,0,0,1,8,87,-1,1,0,1,-1,Public,1,1,0,1 School,1,Female,66
16,76,0,-1,0,7,88,1,1,0,-1,0,Public,1,2,0,Postgraduate,1,Male,65
32,88,-1,0,0,8,58,-1,1,3,-1,1,Private,-1,3,0,1 School,0,Male,69
21,98,1,0,1,10,95,0,1,0,0,0,Public,0,1,0,1 School,,Male,71
18,82,1,-1,1,8,50,0,1,1,1,0,Public,1,3,0,1 School,0,Male,66
21,91,0,1,0,5,72,0,1,3,-1,0,Public,-1,3,1,1 School,1,Female,69
12,64,0,0,0,9,51,-1,0,2,-1,0,Public,0,4,0,College,1,Male,59
14,68,0,1,0,7,76,0,1,2,1,0,Public,1,3,0,1 School,1,Male,65
27,80,1,1,0,10,71,1,1,4,-1,-1,Public,0,2,0,College,1,Male,72
16,61,0,-1,1,6,81,0,1,0,0,0,Public,-1,2,0,College,,Male,60
14,70,0,0,1,9,88,-1,1,0,1,0,Private,1,4,0,College,0,Female,64
23,81,0,0,0,7,88,-1,1,1,-1,0,Public,1,4,0,Postgraduate,1,Male,69
27,61,1,1,1,10,86,0,1,3,0,1,Private,1,3,0,1 School,1,Female,70
24,71,0,1,1,7,55,-1,1,2,1,0,Public,1,3,0,College,-1,Male,67
26,81,0,0,0,10,71,-1,1,0,0,0,Private,1,5,1,1 School,1,Female,67
15,83,0,-1,1,8,91,0,1,0,-1,0,Private,0,3,0,College,-1,Male,64
11,97,0,0,1,8,83,-1,1,4,0,1,Private,-1,2,0,1 School,-1,Male,68
29,86,0,1,0,10,84,-1,1,1,-1,1,Private,1,4,0,1 School,1,Female,72
18,77,0,1,1,6,61,0,1,1,-1,0,Private,0,3,0,1 School,1,Female,65
18,97,0,1,0,8,66,-1,1,2,0,0,Public,0,2,0,College,0,Male,70
28,91,1,0,0,7,98,-1,1,2,-1,0,Private,1,5,0,Postgraduate,1,Male,75
23,68,-1,-1,1,7,92,0,0,3,-1,1,Private,0,4,0,1 School,1,Male,65
23,65,0,1,1,7,58,-1,1,1,-1,0,Public,0,3,1,College,0,Female,63
33,87,0,1,0,8,77,-1,1,0,-1,0,Private,1,3,1,1 School,1,Male,71
16,82,0,-1,1,8,75,0,1,2,0,0,Public,1,2,0,College,1,Female,66
26,92,0,-1,1,6,72,0,1,1,-1,0,Private,0,3,0,1 School,0,Female,69
20,90,1,0,0,7,74,-1,0,0,1,-1,Private,1,3,0,Postgraduate,0,Female,68
22,85,0,1,0,4,82,0,1,1,0,1,Public,1,2,0,Postgraduate,1,Male,71
29,99,1,0,1,8,98,1,0,5,-1,-1,Public,0,2,0,Postgraduate,1,Male,77
23,81,1,-1,1,10,94,1,1,1,0,1,Public,0,2,0,College,1,Female,70
23,65,0,0,0,7,94,0,1,1,1,0,Public,-1,3,0,College,1,Female,66
26,93,1,0,0,5,85,-1,1,1,1,1,Public,1,3,0,College,0,Female,73
18,70,0,0,1,8,51,0,1,1,-1,0,Private,-1,3,0,College,0,Male,62
15,91,0,0,0,6,72,-1,1,0,0,0,Public,0,2,0,1 School,0,Female,65
14,98,1,1,1,7,76,0,1,0,-1,0,Public,0,2,0,Postgraduate,1,Male,71
8,88,0,0,1,8,92,1,1,1,-1,0,Public,-1,4,0,College,1,Male,66
32,84,-1,0,1,8,96,0,1,1,-1,0,Public,1,3,0,1 School,1,Female,72
13,78,0,0,1,9,73,0,1,0,0,1,Private,-1,4,0,1 School,1,Male,64
19,75,0,0,0,7,65,-1,1,0,-1,-1,Private,0,4,0,1 School,1,Female,63
18,74,-1,0,1,7,67,-1,1,0,-1,0,Public,1,3,0,1 School,1,Male,63
22,85,1,0,0,8,79,1,1,5,0,1,Public,0,2,0,1 School,1,Female,72
25,90,0,0,1,7,64,0,1,2,0,1,Public,1,2,0,1 School,0,Male,71
25,87,1,1,1,6,96,-1,0,3,0,0,Public,1,2,0,1 School,0,Female,72
17,68,0,1,1,8,71,0,1,1,0,1,Private,0,2,0,1 School,1,Male,65
19,80,0,0,1,5,100,0,1,0,0,0,Public,0,3,0,1 School,1,Female,67
22,92,-1,1,1,7,55,-1,1,1,-1,0,Public,1,4,0,1 School,0,Female,68
19,79,0,1,1,5,59,0,1,2,-1,0,Private,0,2,0,Postgraduate,-1,Male,66
30,81,0,1,0,6,76,0,1,0,1,0,Public,1,3,0,Postgraduate,1,Male,72
23,91,1,0,0,6,93,0,1,3,-1,-1,Public,0,3,0,1 School,0,Female,71
24,86,0,1,0,6,68,-1,1,3,-1,1,Public,1,3,1,College,0,Female,70
24,76,0,0,0,9,92,0,1,1,0,-1,Public,0,3,0,Postgraduate,1,Female,68
27,96,0,1,0,9,71,-1,1,0,-1,0,Private,1,4,0,College,1,Female,72
21,67,-1,0,1,9,93,1,1,1,-1,1,Public,0,3,0,College,1,Male,66
12,100,0,0,0,7,64,0,1,1,0,1,Public,1,6,0,1 School,1,Male,69
22,65,-1,0,1,6,74,1,1,2,0,0,Public,1,1,0,College,1,Male,65
16,61,1,1,0,8,64,0,1,1,-1,1,Public,1,3,0,1 School,-1,Male,62
17,96,1,1,0,7,61,-1,1,1,-1,1,Public,1,1,0,College,0,Female,69
24,70,0,0,1,7,71,0,1,1,0,-1,Public,-1,4,0,1 School,1,Male,65
27,89,0,-1,0,4,67,0,1,2,-1,-1,Private,0,4,0,College,1,Female,69
20,92,-1,1,1,8,89,0,1,1,-1,0,Public,0,3,0,1 School,0,Female,69
22,94,1,0,1,8,87,0,1,2,-1,,Private,0,5,0,College,1,Female,73
30,100,1,0,1,7,68,-1,1,2,0,0,Private,0,2,0,Postgraduate,1,Female,75
21,72,1,1,1,8,100,0,1,3,-1,1,Private,1,3,0,College,-1,Male,70
36,88,0,1,0,8,99,1,1,0,-1,0,Private,-1,3,0,College,1,Female,74
23,65,0,0,1,6,96,0,1,0,-1,-1,Public,1,3,0,1 School,1,Male,65
9,76,0,0,0,7,79,0,1,1,0,0,Public,-1,3,0,College,1,Male,63
25,94,1,1,0,5,71,-1,1,4,0,1,Public,-1,4,0,College,1,Female,74
22,75,1,1,1,9,66,-1,1,0,-1,0,Private,0,2,0,Postgraduate,1,Male,67
28,84,0,0,1,8,51,0,0,3,0,0,Public,1,4,0,Postgraduate,1,Female,71
24,80,1,-1,1,6,82,0,1,1,-1,1,Public,0,3,0,College,0,Female,68
19,86,1,0,0,8,78,0,1,2,0,0,Public,-1,4,0,College,1,Female,69
13,99,0,1,0,7,81,0,1,0,0,0,Public,1,4,0,Postgraduate,1,Male,71
19,62,1,0,1,6,79,-1,1,7,0,0,Public,0,2,0,1 School,1,Female,66
15,83,0,0,1,7,57,-1,1,0,0,0,Private,1,3,0,Postgraduate,1,Male,65
17,95,0,-1,1,8,85,-1,0,1,-1,1,Private,-1,2,0,College,0,Female,66
24,79,-1,-1,1,8,68,1,1,2,-1,0,Private,-1,2,0,1 School,1,Male,65
30,63,0,0,0,10,76,0,1,1,0,0,Public,0,4,0,Postgraduate,0,Female,67
22,82,1,0,0,7,68,1,1,2,-1,0,Private,0,4,0,Postgraduate,1,Male,70
13,73,0,0,1,7,51,0,1,1,-1,0,Public,1,4,0,Postgraduate,1,Male,63
23,66,-1,-1,0,8,94,-1,1,1,0,1,Private,0,3,0,Postgraduate,0,Male,64
27,94,0,0,1,7,57,0,1,1,0,0,Private,0,1,0,1 School,1,Male,71
16,81,0,1,1,6,79,0,1,2,-1,1,Public,1,3,0,College,0,Female,68
19,97,0,-1,0,6,94,0,1,2,1,0,Public,0,4,0,Postgraduate,1,Male,72
20,92,0,1,1,4,61,0,1,2,1,0,Public,0,4,0,College,1,Male,71
15,88,-1,-1,1,8,71,0,0,1,-1,-1,Private,1,2,0,Postgraduate,0,Male,64
24,60,1,-1,1,5,69,0,1,1,0,1,Public,0,5,0,1 School,0,Male,64
19,77,1,0,1,6,54,-1,1,3,1,0,Private,-1,2,0,College,0,Male,66
23,68,0,1,1,7,71,1,1,3,0,,Public,1,3,0,1 School,0,Female,68
15,96,1,0,0,7,74,0,1,2,-1,-1,Private,1,2,0,1 School,-1,Male,68
17,67,1,0,1,10,51,0,1,3,-1,0,Public,1,5,0,1 School,1,Male,65
24,71,0,0,1,5,74,0,1,1,0,0,Private,1,3,0,1 School,1,Male,67
18,81,0,-1,1,10,55,-1,1,3,-1,0,Public,-1,2,0,1 School,1,Male,64
30,71,1,0,1,9,95,1,0,1,0,0,Public,0,4,0,College,1,Male,70
18,68,0,1,1,8,83,-1,1,1,-1,0,Public,1,2,0,College,1,Male,65
21,84,0,-1,0,9,53,-1,1,2,0,1,Public,-1,3,0,1 School,0,Female,65
26,64,1,0,0,8,91,1,1,1,0,0,Public,1,4,0,1 School,1,Male,68
11,62,0,1,1,4,68,0,1,2,1,0,Public,-1,3,0,1 School,0,Male,61
9,75,1,-1,0,8,61,1,1,3,0,,Public,0,3,0,1 School,1,Male,63
11,89,0,0,1,5,63,0,1,0,0,0,Public,0,2,0,College,1,Female,65
28,82,0,0,1,6,80,0,1,1,-1,0,Private,0,5,0,1 School,-1,Female,69
17,77,0,0,0,7,54,-1,1,1,-1,1,Public,1,2,0,College,1,Male,64
35,83,0,-1,0,6,53,0,1,1,-1,0,Private,0,2,0,1 School,1,Female,69
17,75,1,0,1,8,81,-1,1,3,1,0,Public,0,3,1,Postgraduate,1,Male,67
21,97,0,1,1,7,99,1,1,1,0,1,Public,0,1,0,Postgraduate,0,Male,74
29,62,1,0,1,8,74,0,1,1,-1,0,Private,-1,3,1,College,1,Male,66
32,87,0,1,1,7,71,0,1,0,1,-1,Public,0,4,1,College,1,Male,72
32,96,0,-1,1,7,97,-1,1,1,-1,0,Public,0,5,0,College,0,Male,73
27,92,1,0,0,6,62,1,1,0,0,1,Public,1,4,0,College,1,Male,73
26,67,-1,0,1,5,62,1,1,0,0,0,Public,-1,2,0,1 School,0,Male,63
24,72,1,0,1,7,95,0,1,3,-1,0,Public,-1,2,0,Postgraduate,1,Male,69
25,89,-1,-1,1,6,82,1,1,2,-1,0,Public,0,6,0,Postgraduate,1,Male,71
17,63,1,0,0,9,53,1,1,1,-1,1,Public,0,4,0,College,0,Male,63
15,92,0,1,1,5,84,0,1,0,1,-1,Public,1,5,0,1 School,0,Female,69
20,89,1,1,1,10,91,-1,1,3,0,0,Private,0,3,0,College,0,Male,72
19,89,1,-1,1,7,64,0,1,2,-1,0,Public,1,4,1,Postgraduate,0,Female,68
17,64,-1,1,0,7,69,0,1,1,0,0,Public,-1,3,0,1 School,1,Female,62
24,89,-1,1,1,6,60,0,1,1,-1,0,Private,0,2,0,1 School,1,Male,68
26,87,0,0,1,8,82,1,1,1,-1,0,Public,-1,2,0,Postgraduate,1,Male,71
21,93,0,-1,1,7,83,-1,0,1,1,1,Public,0,3,1,1 School,0,Male,67
29,62,-1,1,1,7,53,1,1,0,-1,0,Private,1,3,0,College,0,Female,65
13,61,-1,0,1,8,84,1,0,1,0,1,Public,0,3,1,Postgraduate,-1,Male,60
19,75,0,1,1,8,83,1,1,2,1,0,Public,0,2,0,1 School,1,Male,68
16,66,-1,0,1,9,52,0,1,1,0,-1,Public,-1,3,1,1 School,1,Male,59
9,82,1,0,0,8,78,0,1,0,1,0,Public,0,0,0,,0,Female,64
20,97,1,0,1,6,81,1,1,2,-1,-1,Public,0,3,0,1 School,0,Male,71
19,76,1,1,0,4,72,-1,1,2,1,,Public,0,2,0,College,0,Female,68
29,94,-1,0,1,7,95,0,0,2,-1,0,Public,0,3,1,College,0,Male,70
24,60,-1,-1,0,7,66,0,1,1,0,1,Public,0,4,0,College,1,Female,62
14,67,0,0,0,10,53,0,1,2,1,0,Public,0,3,0,College,1,Male,62
31,61,1,0,0,7,84,0,1,2,0,0,Private,0,3,0,1 School,1,Male,68
27,73,0,0,0,8,80,-1,1,3,0,0,Private,-1,3,0,1 School,1,Female,68
23,96,0,0,1,8,99,1,1,3,-1,-1,Public,1,4,0,1 School,1,Female,74
19,64,-1,0,0,8,62,0,1,0,1,0,Public,1,4,1,College,1,Male,61
14,84,0,0,1,8,70,0,1,1,-1,1,Public,0,5,0,College,1,Male,67
18,78,0,-1,0,6,73,0,1,1,1,1,Public,1,2,0,1 School,0,Female,65
27,98,-1,0,1,6,93,-1,0,5,1,1,Public,1,3,0,1 School,0,Female,101
31,65,0,-1,1,7,71,0,1,1,-1,0,Public,0,4,0,1 School,0,Male,65
29,68,0,0,0,4,89,0,1,0,0,0,Private,0,4,1,College,1,Male,67
17,61,0,1,1,7,58,-1,1,2,-1,0,Public,1,3,1,1 School,1,Female,61
13,77,0,0,0,6,70,0,1,3,0,1,Public,0,4,1,1 School,1,Male,64
21,71,1,-1,0,7,58,1,1,1,0,1,Public,1,3,1,College,-1,Female,64
9,95,0,0,1,7,97,0,1,1,-1,-1,Public,0,2,0,College,1,Male,67
22,84,0,0,1,5,59,0,1,0,1,1,Private,1,3,0,College,1,Female,69
19,85,1,0,1,9,71,-1,1,1,0,1,Public,1,2,0,Postgraduate,0,Female,69
17,81,1,0,0,7,54,0,1,4,-1,0,Public,1,3,0,1 School,1,Female,67
10,64,0,1,0,8,96,0,1,1,0,0,Public,0,3,0,1 School,0,Male,62
23,78,-1,1,0,7,81,0,1,0,-1,0,Private,0,1,0,1 School,1,Male,66
17,100,1,0,0,8,98,-1,1,0,0,1,Public,1,4,0,College,1,Male,72
13,93,0,0,1,5,52,-1,1,2,0,0,Public,1,3,0,College,1,Female,67
3,96,1,1,1,9,59,0,1,2,-1,0,Public,-1,3,0,College,0,Female,66
20,93,-1,-1,1,8,69,0,1,2,-1,0,Public,0,4,0,1 School,0,Male,67
31,64,1,-1,1,7,81,-1,1,1,0,0,Public,1,4,0,1 School,1,Female,67
30,69,0,0,1,7,66,0,1,0,0,-1,Public,1,4,0,Postgraduate,1,Female,68
17,60,1,0,1,9,86,0,1,0,-1,1,Public,1,2,0,1 School,1,Male,63
16,72,0,1,0,6,58,-1,1,1,0,0,Public,-1,2,0,1 School,-1,Male,62
23,64,1,0,1,5,80,-1,1,3,0,1,Public,-1,2,1,College,0,Female,65
14,79,0,0,1,6,70,0,1,1,-1,0,Public,1,6,0,College,0,Male,65
22,87,0,1,1,7,75,0,1,0,0,1,Public,1,2,1,College,1,Female,70
25,95,-1,0,0,7,78,0,1,7,-1,0,Public,1,4,0,1 School,1,Male,73
27,90,1,0,1,9,53,0,1,1,0,1,Public,1,2,0,Postgraduate,1,Female,73
19,98,0,-1,1,6,96,0,0,2,-1,0,Private,-1,2,0,1 School,0,Male,68
19,62,0,-1,0,6,89,1,1,3,0,0,Public,1,1,0,1 School,0,Male,63
15,60,0,-1,1,5,72,1,1,2,1,1,Public,1,2,0,1 School,1,Male,62
15,86,1,0,1,8,77,0,1,0,0,0,Public,1,3,0,Postgraduate,1,Male,69
19,72,0,1,0,5,52,0,1,2,0,0,Public,0,3,0,Postgraduate,1,Male,66
22,70,0,1,1,8,75,1,1,0,0,0,Private,1,3,0,Postgraduate,1,Male,68
25,73,1,0,1,6,71,-1,1,0,-1,0,Private,1,3,0,College,-1,Female,67
15,71,1,1,1,6,69,-1,1,2,-1,1,Private,-1,4,0,College,1,Female,65
29,80,-1,0,1,10,91,1,0,1,1,0,Public,1,3,0,College,0,Male,70
18,78,-1,0,1,9,59,1,0,0,1,1,Private,1,1,0,1 School,0,Female,64
